filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,H_strg,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u_star,TKE,L,(z-d)/L,bowen_ratio,T_star,model,x_peak,x_offset,x_10,x_30,x_50,x_70,x_90,un_Tau,Tau_scf,un_H,H_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,u_var,v_var,w_var,ts_var,w/ts_cov,u_mean,v_mean,w_mean,ts_mean,u_mean.1,v_mean.1,w_mean.1,ts_mean.1
FINO_MGC__2006_02_01_22_20.txt,2006-02-01,22:20,32.9304,0,6000,6000,-0.037134,1,9.72007,1,-0.712725,273.251,273.251,101300.0,1.29153,1005.16,0.0224265,-9999,-9999,-9999,613.894,-9999,-9999,-9999,-9999,-1.41517,2.95024,0.059888,3.27265,-5.00922e-14,5.48021e-15,3.27265,4.6152,316.526,115.626,1.04855,-9999,0.169564,0.425963,-44.0732,-0.907581,-9999,-0.0441566,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0313676,1.18383,8.70847,1.11616,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,7,0.256926,0.394293,0.200707,0.000845387,0.00670812,-2.53376,2.14303,-0.129759,271.812,-0.998629,-3.18692,0.0407402,272.597
FINO_MGC__2006_02_01_23_20.txt,2006-02-01,23:20,32.972,0,6000,6000,0.19782,1,7.11847,1,-1.62769,273.351,273.351,101300.0,1.29106,1005.16,0.0224348,-9999,-9999,-9999,618.388,-9999,-9999,-9999,-9999,-1.40161,3.15997,-0.114658,3.45876,-4.58966e-15,4.62919e-15,3.45876,5.46134,318.183,113.92,-1.8997,-9999,0.391437,0.635178,-740.365,-0.0540274,-9999,-0.0140134,0,1011.07,-153.434,347.068,864.247,1318.03,1848.56,2769.48,0.168321,1.17525,6.40842,1.1108,800009999,800009999,800009999,800009999,800009999,800019999,899999999,899999999,89999,89999,89,89,1,1,0,8,0.889197,0.204386,0.176772,0.00182297,0.0049382,-2.72047,2.01718,-0.219639,271.895,-0.957139,-3.30886,-0.0485801,272.898
FINO_MGC__2006_02_02_00_20.txt,2006-02-02,00:20,33.0138,0,6000,6000,0.0483903,1,7.38236,0,0.884005,273.459,273.459,101300.0,1.29055,1005.16,0.0224436,-9999,-9999,-9999,623.248,-9999,-9999,-9999,-9999,-2.5233,2.16046,0.0895651,3.32305,-6.3718e-15,6.231e-15,3.32305,4.67132,292.281,139.43,1.54446,-9999,0.193639,0.322164,-86.4225,-0.462842,-9999,-0.0293895,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0409594,1.18142,6.62299,1.11466,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,1,0,0,3,0.216728,0.298297,0.129305,0.00171541,0.00510556,-3.0841,1.0405,-0.00770856,272.107,0.308188,-3.30225,0.116521,273.035
FINO_MGC__2006_02_02_01_20.txt,2006-02-02,01:20,33.0555,0,6000,6000,-0.0773411,1,10.1227,0,6.6271,273.631,273.631,101300.0,1.28974,1005.17,0.0224577,-9999,-9999,-9999,631.028,-9999,-9999,-9999,-9999,-2.68627,3.53593,0.196307,4.44493,-6.81869e-15,5.72668e-15,4.44493,6.78164,304.084,127.224,2.53124,-9999,0.24488,0.593182,-127.471,-0.313797,-9999,-0.0318863,0,752.013,-114.121,258.142,642.809,980.325,1374.92,2059.88,-0.0677978,1.14076,9.29322,1.08926,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,0,0.590801,0.450557,0.145006,0.00235922,0.00716847,-3.7927,2.13267,0.147839,272.269,-0.507613,-4.36078,0.296883,273.374
FINO_MGC__2006_02_02_02_20.txt,2006-02-02,02:20,33.0972,0,6000,6000,-0.0246491,1,8.76408,1,1.6655,273.718,273.718,101300.0,1.28933,1005.17,0.0224649,-9999,-9999,-9999,635.038,-9999,-9999,-9999,-9999,-2.16908,4.46561,0.104891,4.96564,9.27289e-14,2.10649e-16,4.96564,7.31394,315.94,115.907,1.21037,-9999,0.138267,0.863454,-26.5032,-1.50925,-9999,-0.0489086,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.021859,1.12764,8.1068,1.08108,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,1,0,2,0.302462,1.27896,0.145487,0.00183788,0.00625529,-3.77704,3.33537,0.0674215,272.494,-1.54238,-4.74394,0.245731,273.55
FINO_MGC__2006_02_02_03_20.txt,2006-02-02,03:20,33.1388,0,6000,6000,0.221608,1,8.71091,1,-0.833069,273.855,273.855,101300.0,1.28869,1005.17,0.0224761,-9999,-9999,-9999,641.328,-9999,-9999,-9999,-9999,-1.38351,4.80418,0.0589805,4.99978,-8.93781e-14,-5.65762e-15,4.99978,8.45261,323.716,106.065,0.675913,-9999,0.414686,1.77845,-719.355,-0.0556053,-9999,-0.0162165,0,1137.58,-172.633,390.495,972.388,1482.95,2079.86,3116.01,0.196659,1.12687,8.06121,1.0806,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,1,1.65112,1.75803,0.147749,0.00439445,0.00622321,-3.27008,3.90781,0.0640293,272.901,-2.33057,-4.46341,0.162537,273.786
FINO_MGC__2006_02_02_04_20.txt,2006-02-02,04:20,33.1805,0,6000,6000,0.0851387,0,10.8872,0,7.3635,273.965,273.965,101300.0,1.28816,1005.17,0.0224852,-9999,-9999,-9999,646.477,-9999,-9999,-9999,-9999,-2.08572,4.40203,0.0370497,4.87129,-1.56201e-14,5.10996e-15,4.87129,6.81948,316.45,115.352,0.43578,-9999,0.257086,0.508481,-137.141,-0.29167,-9999,-0.0327059,0,722.274,-109.608,247.933,617.389,941.557,1320.55,1978.42,0.0753557,1.12982,10.058,1.08244,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,2,0.551803,0.288375,0.176784,0.00136778,0.00776783,-3.68979,3.20815,0.138894,273.014,-1.56976,-4.65076,0.216614,273.885
FINO_MGC__2006_02_02_05_20.txt,2006-02-02,05:20,33.2221,0,6000,6000,-0.054285,1,4.91688,1,6.76175,274.13,274.13,101300.0,1.28739,1005.17,0.0224987,-9999,-9999,-9999,654.183,-9999,-9999,-9999,-9999,-1.3363,4.31636,0.110941,4.51984,9.62012e-15,4.71821e-15,4.51984,7.27453,324.254,107.202,1.40649,-9999,0.205345,0.633086,-154.744,-0.258491,-9999,-0.0185035,0,773.674,-117.408,265.577,661.325,1008.56,1414.52,2119.21,-0.0476725,1.13871,4.51928,1.08798,800009999,800009999,800009999,800009999,800009999,801009999,899999999,899999999,89999,89999,89,89,0,0,0,0,0.907621,0.263575,0.0949764,0.00176601,0.00349235,-3.00972,3.44316,0.105096,272.833,-2.05607,-4.0798,0.173694,273.994
FINO_MGC__2006_02_02_06_20.txt,2006-02-02,06:20,33.2638,0,6000,6000,0.0835714,0,7.95195,1,-0.846148,274.283,274.283,101300.0,1.28667,1005.17,0.0225112,-9999,-9999,-9999,661.431,-9999,-9999,-9999,-9999,-0.252623,4.82192,0.0204973,4.82857,4.55607e-14,1.8245e-14,4.82857,7.10832,337.179,92.999,0.243221,-9999,0.254856,1.1353,-182.92,-0.218675,-9999,-0.0241251,0,738.988,-112.144,253.671,631.676,963.345,1351.11,2024.2,0.0739018,1.13084,7.34202,1.08307,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,2,0,2,0.854704,1.25182,0.164073,0.00139986,0.00567682,-2.39692,4.09373,0.0454165,272.966,-2.96849,-3.7623,0.102307,274.087
FINO_MGC__2006_02_02_07_20.txt,2006-02-02,07:20,33.3055,0,6000,6000,0.0817726,1,4.83591,0,-2.1072,274.195,274.195,101300.0,1.28709,1005.17,0.022504,-9999,-9999,-9999,657.264,-9999,-9999,-9999,-9999,0.284433,4.54246,0.052963,4.55167,1.31712e-14,5.36729e-15,4.55167,6.29713,346.21,86.417,0.666706,-9999,0.252058,0.562032,-290.986,-0.137463,-9999,-0.0148296,0,786.161,-119.303,269.864,671.998,1024.84,1437.35,2153.42,0.071866,1.13785,4.44705,1.08744,800009999,800009999,800009999,800009999,800009999,800009999,899999999,899999999,89999,89999,89,89,0,0,0,2,0.437729,0.548848,0.137488,0.000875646,0.00343734,-1.67011,4.1832,0.107435,272.899,-3.25978,-3.12812,0.167695,274.006
